Fuente:SENAMHI / DRD
* Datos sin control de calidad.
* El uso de estos datos será de entera responsabilidad del usuario.

Leyenda:* S/D = Sin Datos.

,Estación:CAMPODEMARTE
,Departamento:LIMA,Provincia:LIMA,Distrito:JESUS,MARIA
,Latitud:12°4'14.03'',Longitud:77°2'35.3'',Altitud:117,msnm.
,Tipo:EMA,-Meteorológica,Código:112181
AÑO / MES / DÍA,HORA,TEMPERATURA (°C),PRECIPITACIÓN (mm/hora),HUMEDAD (%),DIRECCION DEL VIENTO (°),VELOCIDAD DEL VIENTO (m/s)
2024/05/25,10:00,16.3,0.0,97,283,0.4
2024/05/25,11:00,18.9,0.0,85,223,1.2
2024/05/25,12:00,18.4,0.0,87,246,1.6
2024/05/25,13:00,18.6,0.0,85,226,1.5
2024/05/25,14:00,19.1,0.0,83,220,1.8
2024/05/25,15:00,17.4,0.0,90,233,1.1
2024/05/25,16:00,16.5,0.0,94,239,1.3
2024/05/25,17:00,16.5,0.0,94,229,1.6
2024/05/25,18:00,16.3,0.0,93,253,0.6
2024/05/25,19:00,16.2,0.0,95,233,1.0
2024/05/25,20:00,15.9,0.0,95,243,0.7
2024/05/25,21:00,16.1,0.0,92,240,1.1
2024/05/25,22:00,15.8,0.0,93,233,1.6
2024/05/25,23:00,15.8,0.0,94,232,0.1
2024/05/26,00:00,15.6,0.0,95,237,0.8
2024/05/26,01:00,15.7,0.0,95,225,0.4
2024/05/26,02:00,15.5,0.0,95,213,0.9
2024/05/26,03:00,15.3,0.0,96,208,0.3
2024/05/26,04:00,15.2,0.0,96,194,0.2
2024/05/26,05:00,15.2,0.0,96,296,0.2
2024/05/26,06:00,15.1,0.0,96,190,0.4
2024/05/26,07:00,15.1,0.0,97,294,0.4
2024/05/26,08:00,15.4,0.0,97,324,0.3
2024/05/26,09:00,15.7,0.0,95,311,0.6
2024/05/26,10:00,16.1,0.0,93,295,1.0
2024/05/26,11:00,17.1,0.0,88,250,0.7
2024/05/26,12:00,17.5,0.0,86,279,0.9
2024/05/26,13:00,16.5,0.0,90,215,1.5
2024/05/26,14:00,17.1,0.0,89,217,0.7
2024/05/26,15:00,17.0,0.0,87,209,1.4
2024/05/26,16:00,17.0,0.0,85,207,1.2
2024/05/26,17:00,16.5,0.0,87,194,0.4
2024/05/26,18:00,16.2,0.0,90,50,0.2
2024/05/26,19:00,16.3,0.0,90,208,0.7
2024/05/26,20:00,16.1,0.0,91,232,0.2
2024/05/26,21:00,15.7,0.0,92,207,0.6
2024/05/26,22:00,15.5,0.0,93,324,0.6
2024/05/26,23:00,15.2,0.0,93,71,0.2
2024/05/27,00:00,15.4,0.0,92,31,0.2
2024/05/27,01:00,15.2,0.0,92,27,0.2
2024/05/27,02:00,15.5,0.0,92,357,0.5
2024/05/27,03:00,15.4,0.0,91,298,0.2
2024/05/27,04:00,15.2,0.0,92,54,0.1
2024/05/27,05:00,15.3,0.0,92,56,0.2
2024/05/27,06:00,15.3,0.0,92,17,0.1
2024/05/27,07:00,15.4,0.0,91,215,0.3
2024/05/27,08:00,16.2,0.0,89,36,0.2
2024/05/27,09:00,17.5,0.0,84,276,0.9
2024/05/27,10:00,17.0,0.0,85,216,1.0
2024/05/27,11:00,17.7,0.0,83,226,1.8
2024/05/27,12:00,16.7,0.0,88,248,1.2
2024/05/27,13:00,16.5,0.0,89,229,1.2
2024/05/27,14:00,15.6,0.0,94,231,1.8
2024/05/27,15:00,16.5,0.0,88,235,1.1
2024/05/27,16:00,16.2,0.0,92,238,0.7
2024/05/27,17:00,15.9,0.0,91,231,0.8
2024/05/27,18:00,15.8,0.0,91,219,0.9
2024/05/27,19:00,15.3,0.0,93,215,0.7
2024/05/27,20:00,15.3,0.0,93,311,0.0
2024/05/27,21:00,15.5,0.0,92,203,0.1
2024/05/27,22:00,15.5,0.0,92,235,0.4
2024/05/27,23:00,15.3,0.0,93,286,0.4
2024/05/28,00:00,15.0,0.0,94,310,0.5
2024/05/28,01:00,15.0,0.0,93,274,0.2
2024/05/28,02:00,15.3,0.0,90,219,0.2
2024/05/28,03:00,15.0,0.0,94,326,0.2
2024/05/28,04:00,14.9,0.0,95,17,0.2
2024/05/28,05:00,15.1,0.0,94,42,0.2
2024/05/28,06:00,15.2,0.0,93,48,0.4
2024/05/28,07:00,15.4,0.0,93,324,0.5
2024/05/28,08:00,15.8,0.0,92,295,0.3
2024/05/28,09:00,16.5,0.0,89,18,0.5
2024/05/28,10:00,17.0,0.0,86,317,1.0
2024/05/28,11:00,17.9,0.0,81,325,0.9
2024/05/28,12:00,17.8,0.0,81,288,1.5
2024/05/28,13:00,18.3,0.0,78,214,0.7
2024/05/28,14:00,17.9,0.0,82,317,1.1
2024/05/28,15:00,17.4,0.0,84,213,1.4
2024/05/28,16:00,16.4,0.0,87,214,1.2
2024/05/28,17:00,16.2,0.0,87,216,0.9
2024/05/28,18:00,15.8,0.0,89,216,0.9
2024/05/28,19:00,15.8,0.0,89,217,0.7
2024/05/28,20:00,15.3,0.0,90,242,0.8
2024/05/28,21:00,15.4,0.0,91,230,1.4
2024/05/28,22:00,15.2,0.0,93,244,0.8
2024/05/28,23:00,15.7,0.0,92,232,1.1
2024/05/29,00:00,15.4,0.0,94,233,1.0
2024/05/29,01:00,15.0,0.0,97,232,0.9
2024/05/29,02:00,14.7,0.0,97,229,1.1
2024/05/29,03:00,14.5,0.0,98,251,0.4
2024/05/29,04:00,14.5,0.0,98,223,0.9
2024/05/29,05:00,14.5,0.0,98,207,0.7
2024/05/29,06:00,14.4,0.0,98,223,0.7
2024/05/29,07:00,14.6,0.0,97,243,0.5
2024/05/29,08:00,15.1,0.0,96,178,0.1
2024/05/29,09:00,15.6,0.0,94,235,1.1
2024/05/29,10:00,15.6,0.0,94,229,1.4
2024/05/29,11:00,15.9,0.0,92,234,1.4
2024/05/29,12:00,16.4,0.0,91,235,1.3
2024/05/29,13:00,16.7,0.0,88,232,1.5
2024/05/29,14:00,16.8,0.0,90,231,1.6
2024/05/29,15:00,16.5,0.0,91,236,1.6
2024/05/29,16:00,16.2,0.0,91,229,1.6
2024/05/29,17:00,15.8,0.0,93,239,1.0
2024/05/29,18:00,15.7,0.0,93,229,1.0
2024/05/29,19:00,15.4,0.0,94,230,1.2
2024/05/29,20:00,15.0,0.0,96,260,0.5
2024/05/29,21:00,14.9,0.0,97,243,1.0
2024/05/29,22:00,14.7,0.0,98,231,1.1
2024/05/29,23:00,14.6,0.0,98,230,0.7
2024/05/30,00:00,14.4,0.0,99,221,0.9
2024/05/30,01:00,14.4,0.0,99,222,0.9
2024/05/30,02:00,14.2,0.1,100,242,0.4
2024/05/30,03:00,14.1,0.0,100,224,1.2
2024/05/30,04:00,14.0,0.1,100,242,0.8
2024/05/30,05:00,13.9,0.0,99,251,0.8
2024/05/30,06:00,14.0,0.0,99,223,0.7
2024/05/30,07:00,14.2,0.0,98,231,0.3
2024/05/30,08:00,14.5,0.0,97,315,0.5
2024/05/30,09:00,15.1,0.0,93,185,0.4
2024/05/30,10:00,15.8,0.0,90,206,0.5
2024/05/30,11:00,15.8,0.0,89,254,0.4
2024/05/30,12:00,16.5,0.0,87,206,0.7
2024/05/30,13:00,17.0,0.0,85,278,0.9
2024/05/30,14:00,16.1,0.0,90,222,1.2
2024/05/30,15:00,15.7,0.0,91,219,1.1
2024/05/30,16:00,15.6,0.0,90,218,1.0
2024/05/30,17:00,15.4,0.0,91,227,1.0
2024/05/30,18:00,15.2,0.0,92,216,0.9
2024/05/30,19:00,15.0,0.0,95,230,1.0
2024/05/30,20:00,15.0,0.0,94,237,0.5
2024/05/30,21:00,15.0,0.0,94,228,0.8
2024/05/30,22:00,15.2,0.0,93,240,1.0
2024/05/30,23:00,14.8,0.0,94,233,1.3
2024/05/31,00:00,14.7,0.0,95,235,0.6
2024/05/31,01:00,14.6,0.0,97,229,1.0
2024/05/31,02:00,14.7,0.0,95,244,0.4
2024/05/31,03:00,14.8,0.0,94,235,0.9
2024/05/31,04:00,14.8,0.0,94,228,0.8
2024/05/31,05:00,14.4,0.0,96,227,1.0
2024/05/31,06:00,14.2,0.0,98,236,0.5
2024/05/31,07:00,14.4,0.0,98,220,1.1
2024/05/31,08:00,14.4,0.0,97,236,0.7
2024/05/31,09:00,14.5,0.0,96,225,1.0
2024/05/31,10:00,14.9,0.0,94,246,1.0
2024/05/31,11:00,15.1,0.0,94,227,1.1
2024/05/31,12:00,15.3,0.0,92,239,1.4
2024/05/31,13:00,15.4,0.0,91,240,1.2
2024/05/31,14:00,16.1,0.0,87,240,1.0
2024/05/31,15:00,15.8,0.0,89,240,1.3
2024/05/31,16:00,15.5,0.0,92,234,1.2
2024/05/31,17:00,15.5,0.0,92,235,1.3
2024/05/31,18:00,15.0,0.0,94,241,0.7
2024/05/31,19:00,15.1,0.0,94,248,0.7
2024/05/31,20:00,15.0,0.0,94,247,0.5
2024/05/31,21:00,14.9,0.0,95,243,1.0
2024/05/31,22:00,14.8,0.0,96,243,1.0
2024/05/31,23:00,14.6,0.0,96,246,0.7
